Category,Price,Rating,Stock,Discount
2,5548.0,1.870322015500628,0,0.0
2,3045.0,4.757798057831803,0,38.0
2,4004.0,3.038292519108619,0,0.0
2,4808.0,1.492084885301209,0,33.0
2,1817.0,3.038292519108619,1,23.0
2,3522.0,3.038292519108619,0,24.51590909090909
2,667.0,3.668340748490816,0,41.0
0,7125.0,4.983998118378299,1,7.0
0,2777.0,2.678384421487482,0,6.0
2,463.0,4.626187280896929,0,3.0
0,1151.0,2.947838084766442,0,24.51590909090909
0,3772.0,4.890749963096654,0,45.0
2,7719.0,2.9822417824846874,0,4.0
2,8416.0,1.2709427320459683,0,29.0
1,8530.0,3.038292519108619,0,10.0
0,7936.0,3.032832041059039,0,44.0
1,9319.0,3.479063511857313,0,28.0
2,5016.970630372492,4.097463656949772,0,40.0
3,2066.0,3.038292519108619,0,30.0
1,1784.0,3.038292519108619,0,12.0
2,5589.0,3.038292519108619,0,39.0
2,5016.970630372492,3.038292519108619,1,25.0
2,4176.0,2.264050691550675,0,42.0
3,407.0,2.7742698776847985,0,44.0
2,7011.0,3.038292519108619,0,38.0
2,8418.0,3.038292519108619,0,24.51590909090909
2,3405.0,3.038292519108619,0,48.0
3,1732.0,3.038292519108619,0,24.51590909090909
1,5850.0,2.264393100564309,1,43.0
2,5016.970630372492,2.357527106379227,0,22.0
2,704.0,3.038292519108619,0,47.0
2,2343.0,1.8632245113185228,1,17.0
2,5016.970630372492,3.038292519108619,0,24.51590909090909
2,1910.0,3.8494948825094535,1,14.0
2,9307.0,3.038292519108619,1,21.0
2,2331.0,3.95225743506134,0,43.0
3,6164.0,4.305789482267322,1,1.0
1,8060.0,1.9058024886644624,1,43.0
2,5607.0,4.789502194485456,0,15.0
2,4730.0,3.038292519108619,0,30.0
2,9230.0,3.038292519108619,0,8.0
2,1112.0,3.038292519108619,0,38.0
2,4390.0,3.038292519108619,0,34.0
2,8484.0,3.038292519108619,1,36.0
3,6415.0,4.984170226351978,1,12.0
2,4589.0,3.038292519108619,1,47.0
0,2260.0,3.038292519108619,0,37.0
2,1759.0,4.45534399355245,0,37.0
2,7190.0,1.9243054921681804,0,24.51590909090909
2,8675.0,2.778260648243727,1,24.51590909090909
2,5412.0,3.038292519108619,1,24.0
0,6304.0,3.038292519108619,0,31.0
2,9870.0,2.8036864935783328,1,37.0
2,1134.0,2.886833030618752,0,15.0
1,9795.0,3.038292519108619,0,17.0
1,3445.0,3.038292519108619,0,3.0
2,8421.0,1.338253810015713,0,2.0
2,3236.0,4.951183214408314,1,2.0
2,1624.0,3.038292519108619,1,34.0
2,806.0,4.170806833653488,0,8.0
2,9888.0,3.038292519108619,0,29.0
2,8773.0,1.865998304807294,1,17.0
3,3977.0,3.038292519108619,1,32.0
3,2251.0,3.038292519108619,0,25.0
2,7842.0,3.038292519108619,0,30.0
0,5006.0,3.835636273769511,1,24.51590909090909
2,3182.0,3.038292519108619,0,13.0
2,1136.0,3.038292519108619,0,19.0
2,1066.0,3.038292519108619,1,10.0
1,1029.0,4.464129272916702,0,38.0
2,1788.0,3.038292519108619,1,7.0
2,6249.0,3.038292519108619,0,16.0
3,8026.0,3.038292519108619,0,46.0
0,9516.0,1.6573504366560314,0,5.0
2,859.0,1.2279456432932538,0,49.0
2,6792.0,2.4937906347326475,0,26.0
2,8631.0,3.3084805096007277,0,10.0
2,6491.0,4.645463936808445,0,16.0
2,5016.970630372492,4.036652101229622,0,33.0
3,642.0,1.5983454005426196,1,28.0
1,4222.0,4.213202927733002,0,20.0
0,1962.0,4.976201301561568,0,6.0
2,2119.0,3.661720155583746,0,40.0
2,1441.0,3.41463486419962,0,43.0
2,6884.0,3.038292519108619,0,49.0
3,2544.0,3.038292519108619,0,24.51590909090909
1,6114.0,3.038292519108619,0,44.0
2,8117.0,3.038292519108619,0,45.0
2,5016.970630372492,2.581053762448872,1,36.0
0,4077.0,3.038292519108619,1,28.0
3,2877.0,3.1301621702727505,1,49.0
1,8723.0,3.750973129417399,0,41.0
2,8651.0,4.282273713935922,0,2.0
2,3282.0,3.038292519108619,1,40.0
3,9493.0,2.7804614226232114,1,34.0
2,6578.0,3.125260769236996,0,28.0
2,7187.0,3.038292519108619,0,12.0
2,1435.0,3.038292519108619,0,23.0
2,1561.0,2.8560894572721987,0,6.0
